arabic_name,english_name
الكبه,Al-Kabbah
الصوفة,Al-Sufah
الطريبة,Al-Tariba
الشبارة,Al-Shabarah
الاحيوس,Al-Ahayus
الدوار,Al-Dawar
الضبة,Al-Dhabah
الجبيل,Al-Jubail
الكبيسة,Al-Kabisah
النجيبة,Al-Najibah
القطين,Al-Qatin
القوادر,Al-Qawadir
الساده,Al-Sadah
الصعيدة,Al-Sa'idah
الشريج,Al-Sharij
الطور,Al-Tur
عقيلة,Aqilah
قبقبة,Qabqabah
الشاذلية,Al-Shadhiliya
القفانين,Al-Qafanin
الشاذلية,Al-Shadhiliyah
الازوام,Al-Azwam
البواكر,Al-Bawakir
السليمة,Al-Salima
جوفين,Jawfin
نوبة القصيصى,Nawbat Al-Qasisi
الشقيراء,Al-Shaqira'
الحبوة البيضاء,Al-Habwa Al-Bayda'
الحمراء,Al-Hamra'
الكعوب الاعلى,Al-Ka'ub Al-A'la
الملاحيه,Al-Malahiya
القاشميه,Al-Qashmiya
التريس,Al-Taris
حصب اسود,Hasab Aswad
شعب المقعد,Sha'b Al-Maq'ad
اكمة عثيمان,Akmat Uthayman
البريح,Al-Barih
الجريـن,Al-Jarin
المشراح,Al-Mashrah
مسلقه,Maslaqah
موقع,Mawqa'
رصافة,Rasafah
الشقيراء,Al-Shuqayra
العقيده السفلى,Al-'Aqidah Al-Sufla
العقيده العليا,Al-'Aqidah Al-'Ulya
البطحه,Al-Bat'hah
الحبيه,Al-Habiyyah
الحبوه السوداء,Al-Habwah Al-Sawda'
اللصيبه,Al-Lasibah
الرهيطه السفلى,Al-Rahitah Al-Sufla
الرهيطه العليا,Al-Rahitah Al-'Ulya
الروحه,Al-Rawha
الشعوبه,Al-Shu'ubah
حصيب المشاهره,Hasib Al-Mashahirah
الكعوب الاسفل,Lower Ka'ub
محوطو,Mahut
مصران,Misran
شعب قيس,Sha'b Qays
وادي الاربح,Wadi Al-Arbah
السيمال,Al-Simal
المسيلة,Al-Masila
حصيب الجروبة,Hasib Al-Jarouba
السوداد,Al-Sudad
السفالية,Al-Sufaliyah
الزماكرة,Al-Zamakrah
الفاصه,Al-Fasah
الغيزري,Al-Ghayzari
الحلقوم,Al-Halqum
الحنيشية,Al-Hanashiyah
الهنيب,Al-Hunayb
الجاتين,Al-Jatin
النحر,Al-Nahr
النخيله,Al-Nakhilah
النازود,Al-Nazud
السمايه,Al-Samayah
عينان,'Aynan
عزان,'Azan
ذاخشه,Dhakhshah
ذاسرعيد,Dhasar 'Aid
السويدا,Al-Suwaida
السويداء,Al-Suwayda'
المحوى,Al-Mahwa
المطايا,Al-Mataya
النجله,Al-Najlah
الرقع,Al-Ruqa'
السادحي,Al-Sadhi
السكرنة,Al-Sukranah
داجنه,Dajnah
السويهره,Al-Suwayhirah
المحالص,Al-Mahalis
المطيري,Al-Mutairi
الشويرح,Al-Shuwayrih
هيجة ضاوي,Hijah Dhawi
شلان,Shalan
الطبيليه,Al-Tabiliyah
الطليله,Al-Talilah
الحلجوم,Al-Haljum
الصفاء,Al-Safa
الطويله,Al-Tawilah
حصيب طليل,Hasib Talil
الثوباني,Al-Thawbani
الطفيلي,Al-Tufayli
عكشة,'Akashah
قبنه,Qubnah
الطوير,Al-Tuwair
الاقشاب,Al-Aqshab
البراده,Al-Barada
الدهبليه,Al-Dahbaliya
الدماهيه,Al-Damahiyyah
الدرج الاعلى,Al-Daraj Al-A'la
الدرج الاسفل,Al-Daraj Al-Asfal
الذريع,Al-Dhari'
الهدد,Al-Haddad
الحجب,Al-Hajab
الحجرة,Al-Hajrah
الحمام,Al-Hamam
الكدف,Al-Kadf
الخسعه,Al-Khasa'a
المجاهش,Al-Majahish
المقطر,Al-Maqtar
الموايغ,Al-Mawigh
المحمر,Al-Muhammar
القلعه,Al-Qal'a
الشعبين,Al-Sha'been
الزهيب,Al-Zuhayb
برح العدنه,Barh Al-'Adnah
حليصه,Halisah
حصب الشرابه,Hasab Al-Sharabah
هيجه حصب زراع,Hejah Hasab Zira'a
جرنزه,Jarnazah
قريع,Qari'
قرية المحنش,Qaryat Al-Mahanish
رشيد,Rashid
شعب البيرك,Sha'ab Al-Birk
العقده,Al-Uqda
الصفي,Al-Safi
الوحيز,Al-Wahiz
العيينه,Al-'Ayna
الكيمه,Al-Kima
المحمري,Al-Muhammari
المقاطره,Al-Muqatira
المره السفلى,Al-Murra Al-Sufla
المره العليا,Al-Murra Al-'Ulya
القطان,Al-Qattan
الرابصيه,Al-Rabsiya
الرقيصه,Al-Raqisa
الطوير,Al-Tuwayr
شط الغراب,Shat Al-Ghurab
الزغبري,Al-Zaghbari
الهديلة,Al-Hadila
الجرائب,Al-Jara'ib
المحرقى,Al-Mahraqi
المطارشة,Al-Matarsha
المزاينة,Al-Mazayna
السيف,Al-Saif
الشرخ,Al-Sharikh
بعيلل,Ba'ilal
دار المخولى,Dar Al-Makhouli
دار عوض زيد,Dar Awad Zaid
دار صالح,Dar Saleh
غبيراء,Ghubayra
الزريبه,Al-Zaribah
الدرينه,Al-Duraynah
الزريره,Al-Zarirah
الزهيرة,Al-Zuhaira
الخضيرة,Al-Khadira
كمب ان سالدو,Camp An Saldo
كمب فشو,Camp Fasho
المدينه السكنية,Residential City
المحطه البخارية,Steam Station
الزهارى,Al-Zuhari
الحصحوص,Al-Hasahus
الرمة,Al-Rummah
النشيفه,An-Nashifa
الضبيره,Ad-Dhabira
الهشمه,Al-Hashma
الجوف,Al-Jawf
الملطه,Al-Malta
المعطاب الاسفل,Al-Ma'tab Al-Asfal
هيجة النقيل,Hayjat An-Naqil
العرجوش,Ar-'Arjush
الرواع,Ar-Rawa'
الكحيلة,Al-Kahilah
العروش,Al-'Urush
الرواع الاسفل,Ar-Rawa' Asfal
عسق,Asaq
الاكمه,Al-Akmah
المنزله,Al-Manzilah
المشاعب,Al-Masha'ib
المسلوم,Al-Masloum
الزبه,Al-Zubah
مهلصه,Mahlasah
شعبة النقيل,Sha'bat Al-Naqil
بحاره,Bahara
المضروبه,Al-Madrouba
المرنوف,Al-Marnouf
الرقاع,Al-Ruqaa
بني الحكم,Bani Al-Hakam
الحريق,Al-Hariq
الكهرباء,Al-Kahraba
الميثاق,Al-Mithaq
المستشفى,Al-Mustashfa
بني علي,Bani 'Ali
بني علي,Bani Ali
الدول,Al-Dawl
الديم,Al-Deem
الهيجة,Al-Hejah
المزجاجه,Al-Muzajajah
القرف,Al-Qarf
الصيفيه,Al-Sayfiyah
ضبيره,Dhabirah
كوكبان,Kawkaban
شط الشامي,Shat Al-Shami
بني عامر,Bani Amer
العبدل,Al-Abdal
الاهواب,al-Ahwab
الاشراف,al-Ashraf
الجبات,al-Jubbat
المزبر,al-Mazbar
القبعه,al-Qubba'a
الركب,al-Rakb
الصنمه,Al-Sanamah
السند,al-Sind
عشاري,Ashari
بيت الحرف,Bayt al-Harf
بيت الحيقي,Bayt Al-Hayqi
بيت الشميري,Bayt al-Shamiri
بيت الصوفي,Bayt al-Sufi
حدابه,Hadaba
جبل الصبري,Jabal al-Sabri
مهلومين,Mahlumin
صفاءالحبيل,Safaa Al-Habil
شعب الاشول,Sha'b al-Ashwal
شعبة الـركز,Sha'bat al-Rukz
بني دريغم,Bani Drigham
اكمه الجيشي,Akmat Al-Jayshi
الاقحف,Al-Aqhaf
الدفنه,Al-Dafna
الدمسي,Al-Damsi
الضاربة,Al-Dhariba
الكدف,Al-Kadif
المعرض,Al-Ma'rad
المشقبه,Al-Mashqaba
المسبعه,Al-Musab'a
القاعده,Al-Qa'ida
الرجمه,Al-Rajma
الرواس,Al-Rawas
السقعود,Al-Saq'ud
بيت البكيري,Bayt Al-Bakiri
جرات,Jarat
مشرفه,Mushrifa
قبه الفقيه,Qubbat Al-Faqih
شعب الجبلي,Sha'b Al-Jabali
بني دريغم,Bani Durayghim
العامره,Al-Amirah
البورحه,Al-Buraha
بني حجاج,Bani Hajjaj
اكمه الحمر,Akmah Al-Hamr
العجل,Al-Ajal
الاكمة,Al-Akmah
الضروبه,Al-Dharubah
الدليفه,Al-Dulayfah
الفناح,Al-Fanah
الفقره,Al-Faqrah
الغرسه,Al-Gharasah
الحناني,Al-Hanani
الجاب,Al-Jab
الجراديه,Al-Jaradiyah
الجريعه,Al-Jari'ah
الجبانه,Al-Jubana
الكام,Al-Kam
المحليه,Al-Mahaliyah
المقداحه,Al-Maqdaha
المعطاب,Al-Ma'tab
المقلد,Al-Muqallad
المقيديحه,Al-Muqaydihah
المرتفعات,Al-Murtafa'at
النجد,Al-Najd
النجيد,Al-Najid
الصفا,Al-Safa
الشفرين,Al-Shafrayn
الشقه,Al-Shaqqah
الوطيف,Al-Watif
عقمه الشقه,Aqmah Al-Shaqqah
حول السوق,Hawl Al-Souq
خذفان,Khadhfan
شعبه هاربه,Sha'bat Harbah
بني جعفر,Bani Jaafar
المقيبره,Al-Muqaybira
بني مليك,Bani Malik
العدف,Al-Adaf
الاجراف,al-Ajraf
العكده,al-Akdah
العـاوه,al-'Awah
الضوضحـي,al-Dawdhahi
الضــدح,al-Dhadhah
المحداده,al-Mahdadah
الطيشه,al-Tayshah
بيت الحرازي,Bayt al-Harazi
بيت هيكو,Bayt Hiku
دار بني الامير,Dar Bani al-Amir
ذي الجنان,Dhi al-Jinan
جنس,Jins
مخرور,Makhrur
نوبة شقفات,Nawbat Shaqfat
شعب عواض,Sha'b 'Awadh
شعب سباء,Sha'b Saba'
بير الدلو,Bir Al-Dalu
الاكمـــه,Al-Akma
الجوارف,Al-Jawarif
بوميه,Bumiya
العدينه,Al-Adina
الضبيره,Al-Dhabira
الضفيريه,Al-Dhafiriya
الجليفيه,Al-Jalifiya
الكربه,Al-Karba
المعمل,Al-Ma'mal
المقصع,Al-Maqsa'
السقيع,Al-Saqee'
الشعيب,Al-Shu'aib
الطواهر,Al-Tawahir
كيزه,Kiza
غريره,Gharira
غيل الحاضنه,Ghayl Al-Hadina
العشه,Al-Asha
الجدون,Al-Jadun
القاهر,Al-Qahir
القرعاء,Al-Qara'a
قرفص,Qarfas
حبوه المدد,Habwah Al-Madad
هداره,Haddara
العموقة,Al-Amuqa
الاصيفية,Al-Asifiya
حاضيه,Hadhiyah
الاقفية,al-Aqfiyah
البارك,al-Barak
البطنة,Al-Batnah
الجواح,Al-Jawah
الخافشية,Al-Khafshiyah
النويبة,al-Nuwaybah
الشعب,al-Sha'b
الشكلة,al-Shaklah
السويطي,al-Suwayti
الزجا جية,al-Zajajiyah
حاضية,Hadhiyah
ماغرة,Magharah
شعب الكليب,Shaab Al-Kulaib
ثواب,Thawab
حمر,Hamr
الكبه,Al-Kabba
المجوير,Al-Majawir
المغني,Al-Mughni
حنه العليا,Hanna Al-Ulya
الاعطف,Al-Ataf
البكريه,Al-Bakriya
الباطن,Al-Batin
البزيقه,Al-Baziqa
الدخيل,Al-Dakhil
الدمدم,Al-Damdam
الفاقع,Al-Faqi'
الحديده,Al-Hadida
الحجاجين,Al-Hajjajin
الحسيه,Al-Hasiya
الخريشيبه,Al-Kharishiba
المزق,Al-Muzq
القصعه,Al-Qas'a
الرقه,Al-Raqqa
الطويران,Al-Tuwairan
ذي عيان,Dhi Ayan
حنه,Hanna
حصب الراحه,Hasab Al-Rahah
خرانه,Kharanah
حنه السفلى,Hannah Al-Sufla
الدرباني,Al-Darbani
الخضيراء,Al-Khadhira
المتين,Al-Mateen
الزويم,Al-Zuwaim
سدان,Sadan
حنه العليا,Hannah Al-Ulya
الحضاره,Al-Hadara
القطع,Al-Qata'
الرويه السفلى,Al-Ruwayya Al-Sufla
الرويه العليا,Al-Ruwayya Al-Ulya
الشلبيه,Al-Shalabiya
حجفار,Hajfar
حصيب المهوق,Hasib Al-Mahouq
لابح,Labah
طرة البرقعه,Tarrah Al-Burqa'ah
حصيب القوبه,Hasib Al-Qubbah
المخشب,Al-Mukhshab
الموجع,Al-Muwajja'
الشعوب,Al-Shueub
حصيب الحائط,Hasib Al-Ha'it
نوبة المخشب,Nawbat Al-Mukhshab
حسي بن علوان,Hassi Bin Alwan
المخاسع,Al-Makhasa
القطنة,Al-Qatna
سيلة الهدينه,Saylat Al-Hadina
سيلة السوداء,Saylat Al-Sawda
حسي سالم,Hassi Salem
الهامد,Al-Hamid
الهتيكة,Al-Hatika
الخظراء,Al-Khadhra'
المبعوث,Al-Mab'outh
القنزيه,Al-Qanziyah
الشبابية,Al-Shababiyah
دار الشجاع,Dar Al-Shuja'
حيس,Hays
الحجاج,Al-Hajjaj
هوب  الوقيع,Hub Al-Waqi'
المقيبرة,Al-Muqaybira
جعاشي,Ja'ashi
البراح,Al-Barah
الظاهرة,Al-Dhahira
الحفيظة,Al-Hafiza
الحجاجيه,Al-Hajjajiya
الجرارى,Al-Jarari
المقاصع,Al-Maqasa'
المزرعة,Al-Mazra'a
القدارى,Al-Qadari
القفده,Al-Qafda
القاردة,Al-Qarda
القرعة,Al-Qur'a
الرقاعية,Al-Ruqa'iya
الشطيط,Al-Shatit
الشطين,Al-Shattin
دهل السمح,Dahl Al-Samh
جبل العمري,Jabal Al-Amri
الحمديه,Al-Hamdiya
الحنيشيه,Al-Hanishiya
شرك,Shirk
جبل الحكيمه,Jabal al-Hakimah
العقيله,al-Aqila
البرح,al-Barh
الفوشه,al-Fawshah
الحنايه,al-Hanaya
الجمينه,al-Jaminah
جبل الحكيمه,Jabal Al-Hakimah
الكباب,Al-Kabab
المعاقد,al-Ma'aqid
الملصوب,Al-Malasub
المصاحر,Al-Masahir
الميرخ,al-Mirkh
القداعمه,Al-Qada'imah
القرن,Al-Qarn
السقايه,al-Saqaya
الشعور,Al-Shu'ur
الطفيلي,al-Tufaili
اليواجد,al-Yawajid
حديجه,Hadijah
تي الوادي,Ti al-Wadi
جبل العمري -بدو رحل,Jabal Al-'Umari (Bedouin nomads)
جحزر,Jahzar
العرجوشى,al-Arjushi
البانة,al-Bana
البيرك,al-Birk
البويركه,al-Buwayrikah
الضاحة,Al-Dahha
الدمينية,Al-Dumayniya
الحدجى,al-Hadji
الجدبة,al-Jadbah
الجرب,al-Jarb
الجرشية,al-Jarshiyyah
الجريز,Al-Jurayz
المحل,al-Mahal
القطنى,al-Qatni
الشطين,al-Shattin
الشوكة,al-Shawkah
الصوفة,al-Sufah
الطور,al-Tur
حصب الهيكل,Hasab al-Haykal
ودن الزبيدى,Wadan al-Zubaidi
جريزه,Jariza
العوجاء,Al-Awjaa
الكامه,Al-Kama
السخينه,Al-Sakhina
سميقنه,Samiqna
شراط,Sharat
جزيرة الزيادي,Jazirat Al-Ziyadi
جزيرة ميون,Jazirat Mayyun
مبتعه,Mabta'ah
الداخله,Al-Dakhla
المعيانه,Al-Mu'ayyanah
الرفصه,Al-Rafsah
هيجة  الضص,Hayjah Al-Dhas
محاطبه,Mahataba
الجزله,Al-Jazla
المليطات,Al-Malitat
محاطبه,Mahatabah
العريديد,Al-'Aridid
الاشوع,Al-Ashwa'
الغول,Al-Ghul
الهقين,Al-Haqin
الهيوح,Al-Haywah
الجريجر,Al-Jurayjir
المليحه,Al-Malihah
القلب,Al-Qalb
الشهريه,Al-Shahriyah
مجريه,Majriya
الصنيف,Al-Sunayf
مقبنه,Maqbanah
العفه,Al-Afa
العفيف,Al-Afif
الضريب,Al-Dharib
الغدير,Al-Ghadir
الرون,Al-Rawan
خرشبه,Kharshaba
موزع,Mawza'
الدائري الجنوبي,Al-Da'iri Al-Janoubi
الدائري الشمالي,Al-Da'iri Al-Shamali
الحرز,Al-Harz
الجامع,Al-Jami'
اللحوج,Al-Lahuj
المداره,Al-Madarah
السيد حسين,Al-Sayyid Husayn
الشيخ,Al-Shaykh
السوق,Al-Souq
اليمينه,Al-Yaminah
عقلان,Aqlan
باسعد,Bas'ad
شجيره,Shujayrah
مبتعه,Mubta'a
الكهاديد,Al-Kahadid
المحابيه,Al-Mahabiya
المنقاعه,Al-Manqa'a
الوقف,Al-Waqf
مقدم راس,Muqaddam Ras
عبيله,Abilah
العكده,Al-Akdah
الدعامه,Al-Da'amah
الهبيبه,Al-Habibah
الحنكه,Al-Hanakah
الحقارين,Al-Haqariin
الحجيفه,Al-Hujayfah
الحطيب,Al-Hutaib
الخيفه,Al-Khaifah
المنجاره,Al-Manjarah
المعيصر,Al-Mu'aysir
المنيدمه,Al-Munaydimah
المقشع,Al-Muqsha'
القشايب,Al-Qashaib
القيانة,Al-Qiyanah
الراس,Al-Ras
بيت الهويش,Bayt Al-Huwaish
وادي بني ابراهيم,Wadi Bani Ibrahim
نجد عقاب,Najd Aqab
نوبة عامر,Nawbat Amer
العجمى,Al-Ajami
الدلع,Al-Dala'
الحدبة,Al-Hadbah
الحليبة,Al-Halibah
الحريشة,Al-Harisha
المراوشة,Al-Marawsha
حصب الكامل,Hasab Al-Kamil
نمره,Nimrah
العذار,al-Adhar
المناخ,al-Manakh
القبقاب,al-Qabqab
الرجمه,al-Rajmah
ذي النيت,Dhi al-Nit
ذي الشهران,Dhi Al-Shahrani
جبل الشعبي,Jabal Al-Sha'bi
كحاح,Kahah
مشعار نمره,Mish'ar Nimrah
نجدالمعينه,Najd Al-Mu'aynah
نجد الشلبى,Najd al-Shalabi
رهاده العليا,Rahadah Al-'Ulya
رزيقه,Raziqah
شعب العديني,Sha'b Al-'Adini
قناهو بن علي,Qanahu Bin Ali
عهوقه,Ahuqa
الحقيبه,Al-Haqiba
الحصين,Al-Husayn
الرونه,Al-Rawna
بوكرة قناهو,Buqra Qanahu
قرحه,Qarhah
رداع - المداتن,Rada Al-Madaten
رداع - القحفة,Rada-Al Qahfah
رداع - الحجينه,Rada-Al-Hajaynah
رداع - المصنع,Rada-Al-Masnna'
رداع - الميدان,Rada-Al-Maydan
رداع - الميهال,Rada-Al-Mayhal
رداع - القرية,Rada-Al-Qaryah
رداع - الشرف,Rada-Al-Sharf
رداع - محروضه,Rada-Mahroudah
رهبه,Rahbah
اكمة الحصة,Akmat Al-Hassa
الدعام,Al-Da'am
الحروره,Al-Harura
الحصـــه,Al-Hassa
الحطبى,Al-Hatabi
الجبل,Al-Jabal
الجدل,Al-Jadal
الكدش,Al-Kadash
الخدمات,Al-Khadamat
المضـبه,Al-Madhbah
المقرعة,Al-Maqra'ah
الصوب,Al-Sawb
جسر رسيان,Rasian Bridge
العقه,Al-Aqah
الدويده,Al-Duwaida
الحقيره,Al-Haqira
الهوايم,Al-Hawaim
القماريه,Al-Qamariya
الودن,Al-Wadan
صفونه,Safuna
المرهوض,Al-Marhoudh
شبيه,Shabih
الهداشيه,Al-Hadashiyah
الحقيب,Al-Haqeeb
الجرزين,Al-Jarzeen
المرقب,Al-Marqab
الروبق,Al-Rawbaq
حصب الذنبه,Hasab Al-Dhanbah
حصب السياري,Hasab Al-Sayyari
حزاز,Hazaz
هيجة الحجر,Heijah Al-Hajar
قشوبه,Qashoubah
شعبو,Sha'bo
اللجيعه العليا,Al-Laji'ah Al-Ulya
الرحيبه,Al-Rahibah
الشنيرج,Al-Shanirj
شعبو,Sha'bu
العهارف,Al-'Aharif
العجند,Al-'Ajand
العماصي,Al-Amasi
الدور,Al-Dur
الفقا,Al-Faqa
الكرابيه,Al-Karabiyah
الكوري,Al-Kuri
اللجيعه السفلى,Al-Laji'ah Al-Sufla
المخرج,Al-Makhraj
المقاهي,Al-Maqahi
المشاهرة,Al-Mashahirah
المشاقيه,Al-Mashaqiyah
النجيب,Al-Najib
السلايم,Al-Salayim
السدير,Al-Sudair
حصب المقطار,Hasab Al-Muqtar
شرح,Sharh
المحامل,Al-Mahamil
العمده,Al-Umda
ذي البرع - الهبيب,Thee Al-Bara-Al-Habeeb
ذي البرع - الكـدف,Thee Al-Bara-Al-Kadf
ذي البرع - الكسـر,Thee Al-Bara-Al-Kasr
ذي البرع - المسيرب,Thee Al-Bara-Al-Musayrib
ذي البرع - القحفــه,Thee Al-Bara-Al-Qahfah
ذي البرع - القريـه,Thee Al-Bara-Al-Qaryah
ذي البرع - الصباء,Thee Al-Bara-Al-Saba
ذي البرع - السنـح,Thee Al-Bara-Al-Sanah
ذي البرع - هوب مبرد,Thee Al-Bara-Hob Mabrad
ذي البرع - مقبر الصروره,Thee Al-Bara-Maqbar Al-Sarurah
ذي البرع - قحفة سميع,Thee Al-Bara-Qahfat Samee'
عكاشة,Ukashah
وادي الاحمر,Wadi Al-Ahmar
اكمة مهاق,Akmat Mahaq
الجبيليه,Al-Jubailiya
المهدار,Al-Mahdar
الميهال,Al-Mihyal
المنحــه,Al-Minha
المربعه,Al-Murabba'a
الرون,Al-Rawn
هجــم,Hajam
مدحي عبدالله,Madhi Abdullah
نجدالبير,Najd Al-Bir
شعب القرع,Sha'b Al-Qara'
شعب دعام,Sha'b Da'am
وادي البير,Wadi Al-Bir
اكمة عبدول,Akmat Abdul
الاطراف,Al-Atraf
الحافه,Al-Hafa
الجب,Al-Jub
المدرج,Al-Madraj
هوب هادي,Hub Hadi
محقنه,Mahqana
ريمه,Rima
شعبة الحادي,Sha'bat Al-Hadi
تتر اعلى,Tatar A'la
تتر اسفل,Tatar Asfal
العارضه,Al-'Ardah
الحبوة الطويل,Al-Habwa Al-Tawil
الصرواح,Al-Sarwah
الشرجين,Al-Sharjayn
بخيته,Bakhitah
وادي الموجع,Wadi Al-Muja'
وادي الشط,Wadi Al-Shatt
العكم,Al-Akam
وادي الشط,Wadi al-Shatt
البيحانى,al-Bayhani
الظهره,al-Dhahra
الكراثه,Al-Karatha
النوبه,al-Nuba
هوب الرباط,Hub al-Rabat
وادي بكير,Wadi Bakir
العنذقي,Al-Andhaqi
الهقيف,Al-Haqif
المحيفر,Al-Muhayfir
الصابريه,Al-Sabriya
حجيج,Hajij
سوق الحر,Suq Al-Hur
وادي مكسب,Wadi Makasab
الجرن,Al-Jurn
المعاصر,Al-Ma'asir
المدهف,Al-Madhaf
المغربه السفلى,Al-Maghribah Al-Sufla
الملعب الاسفل,Al-Mal'ab Al-Asfal
المردع,Al-Marda'
المعطابه السفلى,Al-Ma'tabah Al-Sufla
المهيني,Al-Muhayni
النزيهه,Al-Nuzayhah
حجفت,Hajfat
شعبه الغيل,Sha'bat Al-Ghayl
وادي موثب,Wadi Muthab
الخراف,Al-Kharaf
المدقوع,Al-Madqu'
المرزام,Al-Marzam
المبايض,Al-Mubayidh
الرحاب,Al-Rahab
حجينة,Hajinah
هيجة ناصر,Hayjah Nasir
وادي سعاده,Wadi Sa'adah
الاشعاب,al-Ash'ab
المعسوق,al-Ma'suq
الميهال,al-Mihyal
المشعارالاعلى,al-Mish'ar al-A'la
المشعارالاسفل,al-Mish'ar al-Asfal
المصيرع,al-Musayri'
عين سباء,'Ayn Saba'
قحيفة المشعار,Qahifat al-Mish'ar
قحقه عين سباء,Qahqat 'Ayn Saba'
شعب الفقيــه,Sha'ab al-Faqih
شعب الحجين,Sha'ab al-Hajin
شعب الحزابي,Sha'ab al-Hazabi
شعب القماعر,Sha'ab al-Qama'ir
شعب الاحمر,Sha'b Al-Ahmar
واحجه,Wahja
الباهيه,Al-Bahia
الحريزه,Al-Hariza
حدبة الغريب,Hadbat Al-Gharib
وادي جدار,Wadi Jidar
واحجه,Wahjah
الحدبه,Al-Hadbah
السبيل,As-Sabil
الزوائد,Az-Zawa'id
ام نزيله,Umm Nazilah
يعاقبه,Yaaqaba
العكده,Al-Akda
العيقل,Al-eiqal
الحذله,Al-Hadhla
الجوم,Al-Jawm
اللسانيه,Allisanih
المعينه,Al-Mainah
المجن,Al-majan
الملاحطه,Al-malahituh
المقصوع,Al-Maqsou’
الميسعه,Al-Maysa’a
السبعه,Al-Sab’a
الشجين,Al-Shajin
السحنه,Al-sihnah
الطفيلي,Altufayli
برح السيد,Barh Al-Sayyid
حصب المحرق,Hasb almahriq
ثاعن,Tha’in
يفرس,Yafrus
الدقادق,Al-Daqadiq
الحافة العليا,Al-Hafah Al-Ulya
الحيضان,Al-Haydan
الجميمة,Al-Jamimah
الصناع,Al-Sina'
السوق,Al-Suq
شباعة,Shaba'ah
يختل,Yakhtal
القعطبيه,Al-Qatabiyah
حسى الصوفى,Hassi Al-Sufi
حسى دبع,Hassi Daba
حسى كليب,Hassi Kulayb
